"","Geneid","gene_name","M1_1","M1_2","M1_3","M2_1","M2_2","M2_3"
"57081","ENSG00000262958","RPL37AP8",0,0,0,0,0,0
"57082","ENSG00000263007","CRYAB",0,0,0,0,0,0
"57083","ENSG00000262852","HSPB2",0,0,0,0,0,0
"57084","ENSG00000262978","HSPB2-C11orf52",0,0,0,0,0,0
"57085","ENSG00000262600","C11orf52",0,0,0,0,0,0
"57086","ENSG00000262277","DIXDC1",0,0,0,0,0,0
"57087","ENSG00000261954","5S_rRNA",0,0,0,0,0,0
"57088","ENSG00000262129","RP11-708L7.7",0,0,0,0,0,0
"57089","ENSG00000263010","RP11-708L7.6",0,0,0,0,0,0
"57090","ENSG00000263032","DLAT",0,0,0,0,0,0
"57091","ENSG00000262501","PPIHP1",0,0,0,0,0,0
"57092","ENSG00000262805","U6",0,0,0,0,0,0
"57093","ENSG00000270353","RP11-708L7.9",0,0,0,0,0,0
"57094","ENSG00000262740","PIH1D2",0,0,0,0,0,0
"57095","ENSG00000262506","C11orf57",0,0,0,0,0,0
"57096","ENSG00000262970","ACER3",0,0,0,0,0,0
"57097","ENSG00000262264","B3GNT6",0,0,0,0,0,0
"57098","ENSG00000262875","CAPN5",0,0,0,0,0,0
"57099","ENSG00000261941","OMP",0,0,0,0,0,0
"57100","ENSG00000262925","RP11-689N19.6",0,0,0,0,0,0
"57101","ENSG00000261910","MYO7A",0,0,0,0,0,0
"57102","ENSG00000273089","AC240565.2",0,0,0,0,0,0
"57103","ENSG00000268320","AC240565.1",0,0,0,0,0,0
"57104","ENSG00000269234","AC108004.1",0,0,0,0,0,0
"57105","ENSG00000268429","DOC2B",0,0,0,0,0,0
"57106","ENSG00000267805","AC108004.2",0,0,0,0,0,0
"57107","ENSG00000268693","RPH3AL",0,0,0,0,0,0
"57108","ENSG00000267917","RP11-1260E13.1",0,0,0,0,0,0
"57109","ENSG00000268586","RP11-1260E13.4",0,0,0,0,0,0
"57110","ENSG00000268306","RP11-1260E13.2",0,0,0,0,0,0
"57111","ENSG00000268346","RP11-1260E13.3",0,0,0,0,0,0
"57112","ENSG00000262023","JH8",0,0,0,0,0,0
"57113","ENSG00000262150","PSCA",0,0,0,0,0,0
"57114","ENSG00000262378","LY6K",0,0,0,0,0,0
"57115","ENSG00000262916","CTD-2292P10.4",0,0,0,0,0,0
"57116","ENSG00000263194","THEM6",0,0,0,0,0,0
"57117","ENSG00000262232","CTD-2292P10.2",0,0,0,0,0,0
"57118","ENSG00000272725","RP11-667F9.1",0,0,0,0,0,0
"57119","ENSG00000272693","AC104057.2",0,0,0,0,0,0
"57120","ENSG00000272959","RP13-157F18.2",0,0,0,0,0,0
"57121","ENSG00000273425","AC073107.1",0,0,0,0,0,0
"57122","ENSG00000273024","INTS4L2",0,0,0,0,0,0
"57123","ENSG00000273140","CCT6P1",0,0,0,0,0,0
"57124","ENSG00000272956","SNORA22",0,0,0,0,0,0
"57125","ENSG00000272605","SNORA15",0,0,0,0,0,0
"57126","ENSG00000273161","RP11-479O9.2",0,0,0,0,0,0
"57127","ENSG00000273034","RNU6-912P",0,0,0,0,0,0
"57128","ENSG00000260856","RP11-309M23.1",0,0,0,0,0,0
"57129","ENSG00000261370","RPL14P5",0,0,0,0,0,0
"57130","ENSG00000267966","RPL23AP82",0,0,0,0,0,0
"57131","ENSG00000269671","RABL2B",0,0,0,0,0,0
"57132","ENSG00000261345","GATA5",0,0,0,0,0,0
"57133","ENSG00000272470","RP13-379O24.3",0,0,0,0,0,0
"57134","ENSG00000262780","RP13-379O24.2",0,0,0,0,0,0
"57135","ENSG00000259988","C20orf166-AS1",0,0,0,0,0,0
"57136","ENSG00000272032","C20orf166",0,0,0,0,0,0
"57137","ENSG00000261850","MIR1-1",0,0,0,0,0,0
"57138","ENSG00000265022","MIR133A2",0,0,0,0,0,0
"57139","ENSG00000259927","RPL7P3",0,0,0,0,0,0
"57140","ENSG00000263273","WI2-87327B8.1",0,0,0,0,0,0
"57141","ENSG00000260888","RP13-30A9.1",0,0,0,0,0,0
"57142","ENSG00000260775","RP13-30A9.2",0,0,0,0,0,0
"57143","ENSG00000272222","RP11-316P17.2",0,0,0,0,0,0
"57144","ENSG00000272073","RP5-1050E16.2",0,0,0,0,0,0
"57145","ENSG00000272363","RP5-1050E16.1",0,0,0,0,0,0
"57146","ENSG00000260117","CHAMP1",0,0,0,0,0,0
"57147","ENSG00000260016","LINC01054",0,0,0,0,0,0
"57148","ENSG00000260615","WI2-1528O10.1",0,0,0,0,0,0
"57149","ENSG00000261155","FGF3",0,0,0,0,0,0
"57150","ENSG00000260348","RP11-643C9.1",0,0,0,0,0,0
"57151","ENSG00000260679","RP11-643C9.2",0,0,0,0,0,0
"57152","ENSG00000260819","RP11-626H12.1",0,0,0,0,0,0
"57153","ENSG00000261547","RP11-626H12.2",0,0,0,0,0,0
"57154","ENSG00000260980","RP11-626H12.3",0,0,0,0,0,0
"57155","ENSG00000260606","ANO1-AS2",0,0,0,0,0,0
"57156","ENSG00000262538","U6",0,0,0,0,0,0
"57157","ENSG00000261021","PRPF38AP2",0,0,0,0,0,0
"57158","ENSG00000261677","PTPLA",0,0,0,0,0,0
"57159","ENSG00000262685","RP11-390B4.5",0,0,0,0,0,0
"57160","ENSG00000260045","STAM",0,0,0,0,0,0
"57161","ENSG00000262522","snoR442",0,0,0,0,0,0
"57162","ENSG00000261500","RP11-390B4.3",0,0,0,0,0,0
"57163","ENSG00000260324","TMEM236",0,0,0,0,0,0
"57164","ENSG00000260314","MRC1",0,0,0,0,0,0
"57165","ENSG00000262338","hsa-mir-511",0,0,0,0,0,0
"57166","ENSG00000260985","RP11-457D2.3",0,0,0,0,0,0
"57167","ENSG00000259777","SLC39A12",0,0,0,0,0,0
"57168","ENSG00000261522","RP11-407P15.1",0,0,0,0,0,0
"57169","ENSG00000259916","RP11-407P15.2",0,0,0,0,0,0
"57170","ENSG00000261381","CNN2P11",0,0,0,0,0,0
"57171","ENSG00000260813","AC073464.4",0,0,0,0,0,0
"57172","ENSG00000260998","CNN2P8",0,0,0,0,0,0
"57173","ENSG00000259893","AC073464.6",0,0,0,0,0,0
"57174","ENSG00000261165","CYP4F32P",0,0,0,0,0,0
"57175","ENSG00000260138","AC073464.7",0,0,0,0,0,0
"57176","ENSG00000261531","SNX18P14",0,0,0,0,0,0
"57177","ENSG00000260713","AC073464.11",0,0,0,0,0,0
"57178","ENSG00000260691","AC073464.10",0,0,0,0,0,0
"57179","ENSG00000262971","U6",0,0,0,0,0,0
"57180","ENSG00000262689","AC097374.2",0,0,0,0,0,0
"57181","ENSG00000260842","TEKT4",0,0,0,0,0,0
"57182","ENSG00000261328","AC097374.3",0,0,0,0,0,0
"57183","ENSG00000260667","AC097374.4",0,0,0,0,0,0
"57184","ENSG00000260875","RPS24P6",0,0,0,0,0,0
"57185","ENSG00000260666","AC142293.3",0,0,0,0,0,0
"57186","ENSG00000261530","BTC",0,0,0,0,0,0
"57187","ENSG00000262149","MYO1F",0,0,0,0,0,0
"57188","ENSG00000261964","ADAMTS10",0,0,0,0,0,0
"57189","ENSG00000268161","AC130469.2",0,0,0,0,0,0
"57190","ENSG00000268376","CTD-2586B10.1",0,0,0,0,0,0
"57191","ENSG00000262658","AC092566.1",0,0,0,0,0,0
"57192","ENSG00000263000","ACTL9",0,0,0,0,0,0
"57193","ENSG00000262301","CTD-2557P19.1",0,0,0,0,0,0
"57194","ENSG00000263211","OR2Z1",0,0,0,0,0,0
"57195","ENSG00000262330","AC012616.1",0,0,0,0,0,0
"57196","ENSG00000269880","CTD-2557P19.4",0,0,0,0,0,0
"57197","ENSG00000262124","ZNF558",0,0,0,0,0,0
"57198","ENSG00000261352","ZNF90",0,0,0,0,0,0
"57199","ENSG00000261503","CTC-260E6.2",0,0,0,0,0,0
"57200","ENSG00000267017","CTC-260E6.6",0,0,0,0,0,0
"57201","ENSG00000267584","CTC-260E6.9",0,0,0,0,0,0
"57202","ENSG00000271479","CTC-260E6.11",0,0,0,0,0,0
"57203","ENSG00000263255","ZNF486",0,0,0,0,0,0
"57204","ENSG00000267256","CTC-260E6.8",0,0,0,0,0,0
"57205","ENSG00000267464","CTC-260E6.7",0,0,0,0,0,0
"57206","ENSG00000270407","CTC-260E6.10",0,0,0,0,0,0
"57207","ENSG00000268236","AC078899.4",0,0,0,0,0,0
"57208","ENSG00000261228","AC078899.1",0,0,0,0,0,0
"57209","ENSG00000268507","AC078899.2",0,0,0,0,0,0
"57210","ENSG00000267947","AC078899.3",0,0,0,0,0,0
"57211","ENSG00000264053","AC078899.7",0,0,0,0,0,0
"57212","ENSG00000270536","CTC-575C13.2",0,0,0,0,0,0
"57213","ENSG00000271445","CTC-575C13.1",0,0,0,0,0,0
"57214","ENSG00000262288","AC078899.6",0,0,0,0,0,0
"57215","ENSG00000262269","MIR1270-1",0,0,0,0,0,0
"57216","ENSG00000268399","CTC-513N18.5",0,0,0,0,0,0
"57217","ENSG00000268504","CTC-513N18.6",0,0,0,0,0,0
"57218","ENSG00000269284","CTC-513N18.3",0,0,0,0,0,0
"57219","ENSG00000262578","ZNF737",0,0,0,0,0,0
"57220","ENSG00000272924","CTC-513N18.7",0,0,0,0,0,0
"57221","ENSG00000267956","VN1R78P",0,0,0,0,0,0
"57222","ENSG00000269818","CTD-2332E11.2",0,0,0,0,0,0
"57223","ENSG00000262249","ZNF626",0,0,0,0,0,0
"57224","ENSG00000263064","AC118758.1",0,0,0,0,0,0
"57225","ENSG00000268248","AC118758.5",0,0,0,0,0,0
"57226","ENSG00000269764","AC118758.7",0,0,0,0,0,0
"57227","ENSG00000268843","AC118758.6",0,0,0,0,0,0
"57228","ENSG00000268025","AC118758.3",0,0,0,0,0,0
"57229","ENSG00000268187","AC118758.4",0,0,0,0,0,0
"57230","ENSG00000273246","AC118758.8",0,0,0,0,0,0
"57231","ENSG00000264537","AC118758.2",0,0,0,0,0,0
"57232","ENSG00000261676","RP13-580B18.1",0,0,0,0,0,0
"57233","ENSG00000261137","RP11-220H4.2",0,0,0,0,0,0
"57234","ENSG00000266788","MIR4283-1",0,0,0,0,0,0
"57235","ENSG00000264816","Metazoa_SRP",0,0,0,0,0,0
"57236","ENSG00000260039","TNRC18P3",0,0,0,0,0,0
"57237","ENSG00000261756","SLC29A4P1",0,0,0,0,0,0
"57238","ENSG00000261107","PHKG1P4",0,0,0,0,0,0
"57239","ENSG00000260513","ZNF479",0,0,0,0,0,0
"57240","ENSG00000261674","RP11-1407O15.2",0,0,0,0,0,0
"57241","ENSG00000262537","Y_RNA",0,0,0,0,0,0
"57242","ENSG00000259980","MRPL45",0,0,0,0,0,0
"57243","ENSG00000260825","GPR179",0,0,0,0,0,0
"57244","ENSG00000261413","SOCS7",0,0,0,0,0,0
"57245","ENSG00000265004","RN7SL458P",0,0,0,0,0,0
"57246","ENSG00000260374","ARHGAP23",0,0,0,0,0,0
"57247","ENSG00000260960","AC124789.1",0,0,0,0,0,0
"57248","ENSG00000262199","SRCIN1",0,0,0,0,0,0
"57249","ENSG00000262858","BPTF",0,0,0,0,0,0
"57250","ENSG00000264988","RP11-855A2.3",0,0,0,0,0,0
"57251","ENSG00000264027","Metazoa_SRP",0,0,0,0,0,0
"57252","ENSG00000263085","C17orf58",0,0,0,0,0,0
"57253","ENSG00000266812","RP11-855A2.5",0,0,0,0,0,0
"57254","ENSG00000262472","KPNA2",0,0,0,0,0,0
"57255","ENSG00000264917","LOC732538",0,0,0,0,0,0
"57256","ENSG00000263777","AC145343.2",0,0,0,0,0,0
"57257","ENSG00000262206","LINC00674",0,0,0,0,0,0
"57258","ENSG00000267297","LRRC37A16P",0,0,0,0,0,0
"57259","ENSG00000267294","SH3GL1P3",0,0,0,0,0,0
"57260","ENSG00000267071","RP11-147L13.7",0,0,0,0,0,0
"57261","ENSG00000267087","RP11-147L13.8",0,0,0,0,0,0
"57262","ENSG00000267451","LOC440461",0,0,0,0,0,0
"57263","ENSG00000264506","RP11-147L13.2",0,0,0,0,0,0
"57264","ENSG00000262747","AMZ2",0,0,0,0,0,0
"57265","ENSG00000263074","ARSG",0,0,0,0,0,0
"57266","ENSG00000262275","SLC16A6",0,0,0,0,0,0
"57267","ENSG00000267483","RBFOX3",0,0,0,0,0,0
"57268","ENSG00000263278","CH17-351M24.1",0,0,0,0,0,0
"57269","ENSG00000265034","MIR4739",0,0,0,0,0,0
"57270","ENSG00000267719","CTD-2116F7.1",0,0,0,0,0,0
"57271","ENSG00000262240","snoU13",0,0,0,0,0,0
"57272","ENSG00000261981","ENPP7",0,0,0,0,0,0
"57273","ENSG00000262762","CBX2",0,0,0,0,0,0
"57274","ENSG00000262572","CBX8",0,0,0,0,0,0
"57275","ENSG00000267377","CTB-91J4.1",0,0,0,0,0,0
"57276","ENSG00000266986","RP11-428O23.1",0,0,0,0,0,0
"57277","ENSG00000260069","TBC1D3B",0,0,0,0,0,0
"57278","ENSG00000260199","CCL3L3",0,0,0,0,0,0
"57279","ENSG00000260717","CCL4L1",0,0,0,0,0,0
"57280","ENSG00000267536","AC131056.5",0,0,0,0,0,0
"57281","ENSG00000261545","CH17-260O16.1",0,0,0,0,0,0
"57282","ENSG00000261032","CH17-235K9.4",0,0,0,0,0,0
"57283","ENSG00000259795","TBC1D3",0,0,0,0,0,0
"57284","ENSG00000261499","CH17-260O16.2",0,0,0,0,0,0
"57285","ENSG00000265889","Y_RNA",0,0,0,0,0,0
"57286","ENSG00000261099","CH17-260O16.3",0,0,0,0,0,0
"57287","ENSG00000260287","TBC1D3G",0,0,0,0,0,0
"57288","ENSG00000259801","AC126327.5",0,0,0,0,0,0
"57289","ENSG00000263315","U6",0,0,0,0,0,0
"57290","ENSG00000261256","AC126327.6",0,0,0,0,0,0
"57291","ENSG00000261152","CTB-91J4.1",0,0,0,0,0,0
"57292","ENSG00000260952","ZNHIT3",0,0,0,0,0,0
"57293","ENSG00000262017","5S_rRNA",0,0,0,0,0,0
"57294","ENSG00000260164","MYO19",0,0,0,0,0,0
"57295","ENSG00000261300","PIGW",0,0,0,0,0,0
"57296","ENSG00000260508","GGNBP2",0,0,0,0,0,0
"57297","ENSG00000261688","CTB-75G16.1",0,0,0,0,0,0
"57298","ENSG00000261508","DHRS11",0,0,0,0,0,0
"57299","ENSG00000262595","MRM1",0,0,0,0,0,0
"57300","ENSG00000267602","CTB-75G16.3",0,0,0,0,0,0
"57301","ENSG00000261059","OBP2B",0,0,0,0,0,0
"57302","ENSG00000261585","LCN1P1",0,0,0,0,0,0
"57303","ENSG00000272453","CTD-2612A24.1",0,0,0,0,0,0
"57304","ENSG00000256062","ABO",0,0,0,0,0,0
"57305","ENSG00000262937","Y_RNA",0,0,0,0,0,0
"57306","ENSG00000261016","LCN1P2",0,0,0,0,0,0
"57307","ENSG00000261306","SURF6",0,0,0,0,0,0
"57308","ENSG00000262546","Y_RNA",0,0,0,0,0,0
"57309","ENSG00000259879","RP11-244N20.7",0,0,0,0,0,0
"57310","ENSG00000261579","MED22",0,0,0,0,0,0
"57311","ENSG00000260501","RPL7A",0,0,0,0,0,0
"57312","ENSG00000266834","SNORD24",0,0,0,0,0,0
"57313","ENSG00000265941","SNORD36",0,0,0,0,0,0
"57314","ENSG00000266284","SNORD36",0,0,0,0,0,0
"57315","ENSG00000265651","SNORD36",0,0,0,0,0,0
"57316","ENSG00000260692","SURF1",0,0,0,0,0,0
"57317","ENSG00000261361","SURF2",0,0,0,0,0,0
"57318","ENSG00000260181","SURF4",0,0,0,0,0,0
"57319","ENSG00000260489","C9orf96",0,0,0,0,0,0
"57320","ENSG00000261493","REXO4",0,0,0,0,0,0
"57321","ENSG00000260099","ADAMTS13",0,0,0,0,0,0
"57322","ENSG00000260502","CACFD1",0,0,0,0,0,0
"57323","ENSG00000260299","RP13-100B2.4",0,0,0,0,0,0
"57324","ENSG00000261768","SLC2A6",0,0,0,0,0,0
"57325","ENSG00000266214","AC073647.2",0,0,0,0,0,0
"57326","ENSG00000260791","OR9A3P",0,0,0,0,0,0
"57327","ENSG00000260363","OR9A1P",0,0,0,0,0,0
"57328","ENSG00000259858","MGAM",0,0,0,0,0,0
"57329","ENSG00000260935","RP11-707F14.3",0,0,0,0,0,0
"57330","ENSG00000261301","OR9A4",0,0,0,0,0,0
"57331","ENSG00000261180","CLEC5A",0,0,0,0,0,0
"57332","ENSG00000260696","TAS2R38",0,0,0,0,0,0
"57333","ENSG00000261791","RP11-1220K2.2",0,0,0,0,0,0
"57334","ENSG00000260446","MOXD2P",0,0,0,0,0,0
"57335","ENSG00000260736","PRSS58",0,0,0,0,0,0
"57336","ENSG00000260491","U66059.29",0,0,0,0,0,0
"57337","ENSG00000261640","U66059.58",0,0,0,0,0,0
"57338","ENSG00000260474","PRSS3P3",0,0,0,0,0,0
"57339","ENSG00000260168","TRBV1",0,0,0,0,0,0
"57340","ENSG00000260309","TRBV2",0,0,0,0,0,0
"57341","ENSG00000260222","TRBV3-1",0,0,0,0,0,0
"57342","ENSG00000260745","TRBV4-1",0,0,0,0,0,0
"57343","ENSG00000260227","TRBV5-1",0,0,0,0,0,0
"57344","ENSG00000261506","TRBV6-1",0,0,0,0,0,0
"57345","ENSG00000260407","TRBV7-1",0,0,0,0,0,0
"57346","ENSG00000259829","TRBV4-2",0,0,0,0,0,0
"57347","ENSG00000260885","TRBV6-2",0,0,0,0,0,0
"57348","ENSG00000260849","TRBV3-2",0,0,0,0,0,0
"57349","ENSG00000259825","TRBV4-3",0,0,0,0,0,0
"57350","ENSG00000261626","TRBV6-3",0,0,0,0,0,0
"57351","ENSG00000261785","TRBV7-2",0,0,0,0,0,0
"57352","ENSG00000260925","TRBV8-1",0,0,0,0,0,0
"57353","ENSG00000259951","TRBV5-2",0,0,0,0,0,0
"57354","ENSG00000261287","TRBV6-4",0,0,0,0,0,0
"57355","ENSG00000260080","TRBV7-3",0,0,0,0,0,0
"57356","ENSG00000260554","TRBV8-2",0,0,0,0,0,0
"57357","ENSG00000261237","TRBV5-3",0,0,0,0,0,0
"57358","ENSG00000261031","TRBV9",0,0,0,0,0,0
"57359","ENSG00000261700","TRBV10-1",0,0,0,0,0,0
"57360","ENSG00000260437","TRBV11-1",0,0,0,0,0,0
"57361","ENSG00000260215","TRBV12-1",0,0,0,0,0,0
"57362","ENSG00000260546","TRBV10-2",0,0,0,0,0,0
"57363","ENSG00000260241","TRBV11-2",0,0,0,0,0,0
"57364","ENSG00000261214","TRBV12-2",0,0,0,0,0,0
"57365","ENSG00000261412","TRBV6-5",0,0,0,0,0,0
"57366","ENSG00000259913","TRBV7-4",0,0,0,0,0,0
"57367","ENSG00000260843","TRBV5-4",0,0,0,0,0,0
"57368","ENSG00000260116","TRBV6-6",0,0,0,0,0,0
"57369","ENSG00000259903","TRBV7-5",0,0,0,0,0,0
"57370","ENSG00000260732","TRBV5-5",0,0,0,0,0,0
"57371","ENSG00000260429","TRBV6-7",0,0,0,0,0,0
"57372","ENSG00000260216","TRBV7-6",0,0,0,0,0,0
"57373","ENSG00000260106","TRBV5-6",0,0,0,0,0,0
"57374","ENSG00000261463","TRBV6-8",0,0,0,0,0,0
"57375","ENSG00000261022","TRBV7-7",0,0,0,0,0,0
"57376","ENSG00000261484","TRBV5-7",0,0,0,0,0,0
"57377","ENSG00000260074","TRBV6-9",0,0,0,0,0,0
"57378","ENSG00000261571","TRBV7-8",0,0,0,0,0,0
"57379","ENSG00000261563","TRBV5-8",0,0,0,0,0,0
"57380","ENSG00000260890","TRBV7-9",0,0,0,0,0,0
"57381","ENSG00000260143","TRBV13",0,0,0,0,0,0
"57382","ENSG00000261601","TRBV10-3",0,0,0,0,0,0
"57383","ENSG00000260705","TRBV11-3",0,0,0,0,0,0
"57384","ENSG00000260904","TRBV12-3",0,0,0,0,0,0
"57385","ENSG00000259824","TRBV12-4",0,0,0,0,0,0
"57386","ENSG00000260481","TRBV12-5",0,0,0,0,0,0
"57387","ENSG00000260915","TRBV14",0,0,0,0,0,0
"57388","ENSG00000261414","TRBV15",0,0,0,0,0,0
"57389","ENSG00000260028","TRBV16",0,0,0,0,0,0
"57390","ENSG00000261112","TRBV17",0,0,0,0,0,0
"57391","ENSG00000260204","TRBV18",0,0,0,0,0,0
"57392","ENSG00000260424","TRBV19",0,0,0,0,0,0
"57393","ENSG00000260050","TRBV20-1",0,0,0,0,0,0
"57394","ENSG00000260768","TRBV21-1",0,0,0,0,0,0
"57395","ENSG00000261619","TRBV22-1",0,0,0,0,0,0
"57396","ENSG00000260076","TRBV23-1",0,0,0,0,0,0
"57397","ENSG00000260767","TRBV24-1",0,0,0,0,0,0
"57398","ENSG00000261913","MTRNR2L6",0,0,0,0,0,0
"57399","ENSG00000260486","TRBV25-1",0,0,0,0,0,0
"57400","ENSG00000260794","TRBVA",0,0,0,0,0,0
"57401","ENSG00000260346","TRBV26",0,0,0,0,0,0
"57402","ENSG00000261106","U66061.31",0,0,0,0,0,0
"57403","ENSG00000261735","TRBVB",0,0,0,0,0,0
"57404","ENSG00000261110","TRBV27",0,0,0,0,0,0
"57405","ENSG00000259851","TRBV28",0,0,0,0,0,0
"57406","ENSG00000260353","PGBD4P1",0,0,0,0,0,0
"57407","ENSG00000261450","TRBV29-1",0,0,0,0,0,0
"57408","ENSG00000261473","PRSS1",0,0,0,0,0,0
"57409","ENSG00000261225","PRSS3P1",0,0,0,0,0,0
"57410","ENSG00000260250","U66061.39",0,0,0,0,0,0
"57411","ENSG00000262987","RP11-520H11.1",0,0,0,0,0,0
"57412","ENSG00000262739","PRSS2",0,0,0,0,0,0
"57413","ENSG00000261808","WBP1LP1",0,0,0,0,0,0
"57414","ENSG00000262134","TRBC1",0,0,0,0,0,0
"57415","ENSG00000261830","TRBJ2-1",0,0,0,0,0,0
"57416","ENSG00000261339","TRBJ2-2",0,0,0,0,0,0
"57417","ENSG00000259960","TRBJ2-2P",0,0,0,0,0,0
"57418","ENSG00000260535","TRBJ2-3",0,0,0,0,0,0
"57419","ENSG00000261119","TRBJ2-4",0,0,0,0,0,0
"57420","ENSG00000260373","TRBJ2-5",0,0,0,0,0,0
"57421","ENSG00000260712","TRBJ2-6",0,0,0,0,0,0
"57422","ENSG00000260783","TRBJ2-7",0,0,0,0,0,0
"57423","ENSG00000260881","TRBC2",0,0,0,0,0,0
"57424","ENSG00000261262","TRBV30",0,0,0,0,0,0
"57425","ENSG00000260195","EPHB6",0,0,0,0,0,0
"57426","ENSG00000260119","TRPV6",0,0,0,0,0,0
"57427","ENSG00000261805","RP11-114L10.2",0,0,0,0,0,0
"57428","ENSG00000261264","TRPV5",0,0,0,0,0,0
"57429","ENSG00000260557","C7orf34",0,0,0,0,0,0
"57430","ENSG00000260040","KEL",0,0,0,0,0,0
"57431","ENSG00000261686","OR9A2",0,0,0,0,0,0
"57432","ENSG00000260829","OR9P1P",0,0,0,0,0,0
"57433","ENSG00000261323","OR6V1",0,0,0,0,0,0
"57434","ENSG00000260632","OR6W1P",0,0,0,0,0,0
"57435","ENSG00000273127","DDX11L8",0,0,0,0,0,0
"57436","ENSG00000261605","ABC7-42389800N19.1",0,0,0,0,0,0
"57437","ENSG00000263087","AC215219.2",0,0,0,0,0,0
"57438","ENSG00000261001","RP11-598F7.1",0,0,0,0,0,0
"57439","ENSG00000261772","IQSEC3",0,0,0,0,0,0
"57440","ENSG00000261718","RP11-598F7.3",0,0,0,0,0,0
"57441","ENSG00000261358","RP11-598F7.4",0,0,0,0,0,0
"57442","ENSG00000261322","RP11-598F7.5",0,0,0,0,0,0
"57443","ENSG00000260321","RP11-598F7.6",0,0,0,0,0,0
"57444","ENSG00000268430","SHANK2",0,0,0,0,0,0
"57445","ENSG00000268290","AP001271.3",0,0,0,0,0,0
"57446","ENSG00000268837","SHANK2-AS1",0,0,0,0,0,0
"57447","ENSG00000269863","SHANK2-AS2",0,0,0,0,0,0
"57448","ENSG00000269137","Y_RNA",0,0,0,0,0,0
"57449","ENSG00000269211","SHANK2-AS3",0,0,0,0,0,0
"57450","ENSG00000269325","MIR3664",0,0,0,0,0,0
"57451","ENSG00000266592","AKR1C1",0,0,0,0,0,0
"57452","ENSG00000265231","AKR1C2",0,0,0,0,0,0
"57453","ENSG00000265915","RP11-499O7.7",0,0,0,0,0,0
"57454","ENSG00000264466","U8",0,0,0,0,0,0
"57455","ENSG00000265685","AKR1C3",0,0,0,0,0,0
"57456","ENSG00000263495","U8",0,0,0,0,0,0
"57457","ENSG00000266815","RP11-499O7.4",0,0,0,0,0,0
"57458","ENSG00000265721","U8",0,0,0,0,0,0
"57459","ENSG00000263428","AKR1C5P",0,0,0,0,0,0
"57460","ENSG00000264006","AKR1CL1",0,0,0,0,0,0
"57461","ENSG00000266359","AKR1C4",0,0,0,0,0,0
"57462","ENSG00000265431","U8",0,0,0,0,0,0
"57463","ENSG00000265761","RP11-445P17.6",0,0,0,0,0,0
"57464","ENSG00000265913","RP11-445P17.3",0,0,0,0,0,0
"57465","ENSG00000265622","RP11-445P17.8",0,0,0,0,0,0
"57466","ENSG00000263758","AKR1C7P",0,0,0,0,0,0
"57467","ENSG00000266169","RP11-445P17.5",0,0,0,0,0,0
"57468","ENSG00000265608","UCN3",0,0,0,0,0,0
"57469","ENSG00000263440","TUBAL3",0,0,0,0,0,0
"57470","ENSG00000261923","PDE3B",0,0,0,0,0,0
"57471","ENSG00000262968","CYP2R1",0,0,0,0,0,0
"57472","ENSG00000262196","CALCP",0,0,0,0,0,0
"57473","ENSG00000262933","CALCA",0,0,0,0,0,0
"57474","ENSG00000262844","RP11-7O20.4",0,0,0,0,0,0
"57475","ENSG00000262046","TMEM97",0,0,0,0,0,0
"57476","ENSG00000262866","IFT20",0,0,0,0,0,0
"57477","ENSG00000262447","TNFAIP1",0,0,0,0,0,0
"57478","ENSG00000262464","POLDIP2",0,0,0,0,0,0
"57479","ENSG00000267721","TMEM199",0,0,0,0,0,0
"57480","ENSG00000262091","CTB-96E2.3",0,0,0,0,0,0
"57481","ENSG00000263411","MIR4723",0,0,0,0,0,0
"57482","ENSG00000265756","CTB-96E2.7",0,0,0,0,0,0
"57483","ENSG00000263225","SEBOX",0,0,0,0,0,0
"57484","ENSG00000262318","CTB-96E2.2",0,0,0,0,0,0
"57485","ENSG00000267556","SARM1",0,0,0,0,0,0
"57486","ENSG00000262062","VTN",0,0,0,0,0,0
"57487","ENSG00000262186","SLC46A1",0,0,0,0,0,0
"57488","ENSG00000266062","CTD-2350C19.1",0,0,0,0,0,0
"57489","ENSG00000266234","CTD-2350C19.2",0,0,0,0,0,0
"57490","ENSG00000266080","H3F3BP2",0,0,0,0,0,0
"57491","ENSG00000265447","CTD-2350C19.5",0,0,0,0,0,0
"57492","ENSG00000264547","RP11-192H23.4",0,0,0,0,0,0
"57493","ENSG00000263266","RPS7P1",0,0,0,0,0,0
"57494","ENSG00000262654","SLC13A2",0,0,0,0,0,0
"57495","ENSG00000264253","FOXN1",0,0,0,0,0,0
"57496","ENSG00000260370","RP11-631M21.1",0,0,0,0,0,0
"57497","ENSG00000261753","RP11-631M21.6",0,0,0,0,0,0
"57498","ENSG00000261456","TUBB8",0,0,0,0,0,0
"57499","ENSG00000259973","IL9RP2",0,0,0,0,0,0
"57500","ENSG00000260150","ZMYND11",0,0,0,0,0,0
"57501","ENSG00000262639","5S_rRNA",0,0,0,0,0,0
"57502","ENSG00000272290","RP5-1010E17.2",0,0,0,0,0,0
"57503","ENSG00000272038","RP5-1010E17.1",0,0,0,0,0,0
"57504","ENSG00000262608","U6",0,0,0,0,0,0
"57505","ENSG00000261149","TMEM130",0,0,0,0,0,0
"57506","ENSG00000261023","TRRAP",0,0,0,0,0,0
"57507","ENSG00000266022","MIR3609",0,0,0,0,0,0
"57508","ENSG00000261990","snoU13",0,0,0,0,0,0
