"","Geneid","gene_name","M1_1","M1_2","M1_3","M2_1","M2_2","M2_3"
"57509","ENSG00000272517","TGFA",0,0,0,0,0,0
"57510","ENSG00000271873","AC017084.2",0,0,0,0,0,0
"57511","ENSG00000272026","TGFA-IT1",0,0,0,0,0,0
"57512","ENSG00000271760","ADD2",0,0,0,0,0,0
"57513","ENSG00000272169","AC007395.3",0,0,0,0,0,0
"57514","ENSG00000272503","FIGLA",0,0,0,0,0,0
"57515","ENSG00000272433","HMGN2P21",0,0,0,0,0,0
"57516","ENSG00000272352","CLEC4F",0,0,0,0,0,0
"57517","ENSG00000272095","AC007395.4",0,0,0,0,0,0
"57518","ENSG00000272210","CD207",0,0,0,0,0,0
"57519","ENSG00000272526","LINC01143",0,0,0,0,0,0
"57520","ENSG00000271772","VAX2",0,0,0,0,0,0
"57521","ENSG00000272353","snoU13",0,0,0,0,0,0
"57522","ENSG00000271809","ATP6V1B1",0,0,0,0,0,0
"57523","ENSG00000271961","AC007040.11",0,0,0,0,0,0
"57524","ENSG00000272423","AC007040.7",0,0,0,0,0,0
"57525","ENSG00000272111","TCEB1P21",0,0,0,0,0,0
"57526","ENSG00000272348","RN7SL160P",0,0,0,0,0,0
"57527","ENSG00000271799","ANKRD53",0,0,0,0,0,0
"57528","ENSG00000272125","TEX261",0,0,0,0,0,0
"57529","ENSG00000272318","AC007040.6",0,0,0,0,0,0
"57530","ENSG00000271718","AC007040.8",0,0,0,0,0,0
"57531","ENSG00000272257","AC007040.5",0,0,0,0,0,0
"57532","ENSG00000272492","AC007040.9",0,0,0,0,0,0
"57533","ENSG00000272105","AC007040.4",0,0,0,0,0,0
"57534","ENSG00000271942","OR7E91P",0,0,0,0,0,0
"57535","ENSG00000273482","PRKCD",0,0,0,0,0,0
"57536","ENSG00000273277","AC097015.2",0,0,0,0,0,0
"57537","ENSG00000272687","TKT",0,0,0,0,0,0
"57538","ENSG00000273042","snoU13",0,0,0,0,0,0
"57539","ENSG00000272886","AC112218.1",0,0,0,0,0,0
"57540","ENSG00000273346","RN7SL821P",0,0,0,0,0,0
"57541","ENSG00000273241","SNORD38",0,0,0,0,0,0
"57542","ENSG00000273480","SNORA26",0,0,0,0,0,0
"57543","ENSG00000266622","RP11-561O23.8",0,0,0,0,0,0
"57544","ENSG00000265880","CBWD3",0,0,0,0,0,0
"57545","ENSG00000265385","AL353608.2",0,0,0,0,0,0
"57546","ENSG00000266157","FOXD4L3",0,0,0,0,0,0
"57547","ENSG00000265586","RP11-561O23.9",0,0,0,0,0,0
"57548","ENSG00000264996","RP11-561O23.7",0,0,0,0,0,0
"57549","ENSG00000266607","PGM5",0,0,0,0,0,0
"57550","ENSG00000265923","PGM5-AS1",0,0,0,0,0,0
"57551","ENSG00000265220","RP11-88I18.2",0,0,0,0,0,0
"57552","ENSG00000269862","RP11-654A16.3",0,0,0,0,0,0
"57553","ENSG00000269733","PGPEP1L",0,0,0,0,0,0
"57554","ENSG00000269283","AC036108.1",0,0,0,0,0,0
"57555","ENSG00000269174","RP11-6O2.4",0,0,0,0,0,0
"57556","ENSG00000269714","TTC23",0,0,0,0,0,0
"57557","ENSG00000268741","RP11-6O2.3",0,0,0,0,0,0
"57558","ENSG00000272811","ATRNL1",0,0,0,0,0,0
"57559","ENSG00000273410","RP11-169K19.1",0,0,0,0,0,0
"57560","ENSG00000261309","KCNJ12",0,0,0,0,0,0
"57561","ENSG00000264096","PDLIM1P2",0,0,0,0,0,0
"57562","ENSG00000263799","RP11-728E14.3",0,0,0,0,0,0
"57563","ENSG00000265310","RP11-728E14.2",0,0,0,0,0,0
"57564","ENSG00000261142","RPL21P120",0,0,0,0,0,0
"57565","ENSG00000264492","RP11-822E23.7",0,0,0,0,0,0
"57566","ENSG00000259857","C17orf51",0,0,0,0,0,0
"57567","ENSG00000272847","RP11-822E23.8",0,0,0,0,0,0
"57568","ENSG00000263836","RP11-822E23.2",0,0,0,0,0,0
"57569","ENSG00000263867","RP11-822E23.3",0,0,0,0,0,0
"57570","ENSG00000273441","RP11-822E23.6",0,0,0,0,0,0
"57571","ENSG00000265620","RP11-822E23.4",0,0,0,0,0,0
"57572","ENSG00000264516","AC233702.1",0,0,0,0,0,0
"57573","ENSG00000265153","RP11-822E23.5",0,0,0,0,0,0
"57574","ENSG00000260157","NCOR1P2",0,0,0,0,0,0
"57575","ENSG00000260839","AC144838.3",0,0,0,0,0,0
"57576","ENSG00000260458","KCNJ12",0,0,0,0,0,0
"57577","ENSG00000264795","AC144838.2",0,0,0,0,0,0
"57578","ENSG00000260384","SERINC2",0,0,0,0,0,0
"57579","ENSG00000269100","AC114494.2",0,0,0,0,0,0
"57580","ENSG00000261006","RP11-439L8.2",0,0,0,0,0,0
"57581","ENSG00000263147","U6",0,0,0,0,0,0
"57582","ENSG00000260386","RP11-439L8.3",0,0,0,0,0,0
"57583","ENSG00000265961","Y_RNA",0,0,0,0,0,0
"57584","ENSG00000260529","RP11-439L8.4",0,0,0,0,0,0
"57585","ENSG00000260636","RP11-439L8.5",0,0,0,0,0,0
"57586","ENSG00000260707","AC108004.3",0,0,0,0,0,0
"57587","ENSG00000260950","C17orf97",0,0,0,0,0,0
"57588","ENSG00000261321","FAM101B",0,0,0,0,0,0
"57589","ENSG00000261657","SLC25A26",0,0,0,0,0,0
"57590","ENSG00000259919","GALNT9",0,0,0,0,0,0
"57591","ENSG00000261091","RP13-895J2.2",0,0,0,0,0,0
"57592","ENSG00000260901","RP13-895J2.3",0,0,0,0,0,0
"57593","ENSG00000261148","RP13-895J2.7",0,0,0,0,0,0
"57594","ENSG00000261074","QSOX2",0,0,0,0,0,0
"57595","ENSG00000266342","WI2-1959D15.1",0,0,0,0,0,0
"57596","ENSG00000262705","CR392000.1",0,0,0,0,0,0
"57597","ENSG00000260220","WI2-2610K16.1",0,0,0,0,0,0
"57598","ENSG00000262075","WI2-2942J8.1",0,0,0,0,0,0
"57599","ENSG00000260789","GPSM1",0,0,0,0,0,0
"57600","ENSG00000259823","XX-CR54.3",0,0,0,0,0,0
"57601","ENSG00000261495","AHCYP8",0,0,0,0,0,0
"57602","ENSG00000260191","AL672296.1",0,0,0,0,0,0
"57603","ENSG00000263183","ARMC4P1",0,0,0,0,0,0
"57604","ENSG00000264507","U6",0,0,0,0,0,0
"57605","ENSG00000262241","RP11-748L13.2",0,0,0,0,0,0
"57606","ENSG00000262361","U6",0,0,0,0,0,0
"57607","ENSG00000261982","RP11-748L13.6",0,0,0,0,0,0
"57608","ENSG00000262255","FAM210CP",0,0,0,0,0,0
"57609","ENSG00000263055","TRIAP1P1",0,0,0,0,0,0
"57610","ENSG00000262672","PTCHD3",0,0,0,0,0,0
"57611","ENSG00000261878","ANKRD30BP3",0,0,0,0,0,0
"57612","ENSG00000262853","RP11-445N18.5",0,0,0,0,0,0
"57613","ENSG00000262093","AL512324.1",0,0,0,0,0,0
"57614","ENSG00000261956","U6",0,0,0,0,0,0
"57615","ENSG00000262027","CUBNP2",0,0,0,0,0,0
"57616","ENSG00000262072","OR6D1P",0,0,0,0,0,0
"57617","ENSG00000262351","OR13A1",0,0,0,0,0,0
"57618","ENSG00000262552","ALOX5",0,0,0,0,0,0
"57619","ENSG00000262212","RP11-67C2.2",0,0,0,0,0,0
"57620","ENSG00000262448","MARCH8",0,0,0,0,0,0
"57621","ENSG00000272877","DDX11L8",0,0,0,0,0,0
"57622","ENSG00000262435","ABC7-42389800N19.1",0,0,0,0,0,0
"57623","ENSG00000262912","AC238894.1",0,0,0,0,0,0
"57624","ENSG00000262927","FAM138D",0,0,0,0,0,0
"57625","ENSG00000262607","IQSEC3",0,0,0,0,0,0
"57626","ENSG00000262226","RP11-598F7.3",0,0,0,0,0,0
"57627","ENSG00000263137","RP11-598F7.4",0,0,0,0,0,0
"57628","ENSG00000262016","RP11-598F7.5",0,0,0,0,0,0
"57629","ENSG00000262193","RP11-598F7.6",0,0,0,0,0,0
"57630","ENSG00000262349","RP11-620J15.3",0,0,0,0,0,0
"57631","ENSG00000262145","XRCC6BP1",0,0,0,0,0,0
"57632","ENSG00000262819","RP11-58A17.3",0,0,0,0,0,0
"57633","ENSG00000262776","7SK",0,0,0,0,0,0
"57634","ENSG00000262082","RP11-58A17.2",0,0,0,0,0,0
"57635","ENSG00000262201","RP11-58A17.4",0,0,0,0,0,0
"57636","ENSG00000262850","RP4-809F18.2",0,0,0,0,0,0
"57637","ENSG00000262653","RP4-809F18.1",0,0,0,0,0,0
"57638","ENSG00000262385","RP5-944M2.1",0,0,0,0,0,0
"57639","ENSG00000273326","TAS2R7",0,0,0,0,0,0
"57640","ENSG00000272712","TAS2R8",0,0,0,0,0,0
"57641","ENSG00000273086","TAS2R9",0,0,0,0,0,0
"57642","ENSG00000263247","PRR4",0,0,0,0,0,0
"57643","ENSG00000272805","TAS2R10",0,0,0,0,0,0
"57644","ENSG00000272718","RP11-144O23.8",0,0,0,0,0,0
"57645","ENSG00000272751","TAS2R12",0,0,0,0,0,0
"57646","ENSG00000273457","TAS2R13",0,0,0,0,0,0
"57647","ENSG00000272803","PRH2",0,0,0,0,0,0
"57648","ENSG00000261984","TAS2R14",0,0,0,0,0,0
"57649","ENSG00000273144","TAS2R15",0,0,0,0,0,0
"57650","ENSG00000273431","TAS2R50",0,0,0,0,0,0
"57651","ENSG00000273092","TAS2R20",0,0,0,0,0,0
"57652","ENSG00000263028","TAS2R19",0,0,0,0,0,0
"57653","ENSG00000263097","TAS2R31",0,0,0,0,0,0
"57654","ENSG00000268763","AC018630.2",0,0,0,0,0,0
"57655","ENSG00000263158","TAS2R63P",0,0,0,0,0,0
"57656","ENSG00000262525","TAS2R46",0,0,0,0,0,0
"57657","ENSG00000263083","TAS2R64P",0,0,0,0,0,0
"57658","ENSG00000262612","TAS2R43",0,0,0,0,0,0
"57659","ENSG00000262293","RP11-673D15.7",0,0,0,0,0,0
"57660","ENSG00000262829","RP11-673D15.9",0,0,0,0,0,0
"57661","ENSG00000261936","RP11-673D15.8",0,0,0,0,0,0
"57662","ENSG00000262111","TAS2R30",0,0,0,0,0,0
"57663","ENSG00000261853","TAS2R18",0,0,0,0,0,0
"57664","ENSG00000263128","U6",0,0,0,0,0,0
"57665","ENSG00000262531","RP11-785H5.2",0,0,0,0,0,0
"57666","ENSG00000262986","RP11-785H5.1",0,0,0,0,0,0
"57667","ENSG00000262592","RP11-150C16.1",0,0,0,0,0,0
"57668","ENSG00000262159","RPS6P22",0,0,0,0,0,0
"57669","ENSG00000262036","RP11-557F20.2",0,0,0,0,0,0
"57670","ENSG00000262139","ANO4",0,0,0,0,0,0
"57671","ENSG00000262217","SLC5A8",0,0,0,0,0,0
"57672","ENSG00000261867","U6",0,0,0,0,0,0
"57673","ENSG00000263114","RP11-399D15.1",0,0,0,0,0,0
"57674","ENSG00000263162","HERC2",0,0,0,0,0,0
"57675","ENSG00000263340","RPL41P2",0,0,0,0,0,0
"57676","ENSG00000262581","RP11-536P16.2",0,0,0,0,0,0
"57677","ENSG00000262504","RP11-536P16.2",0,0,0,0,0,0
"57678","ENSG00000261951","RP11-536P16.3",0,0,0,0,0,0
"57679","ENSG00000262906","RP11-536P16.4",0,0,0,0,0,0
"57680","ENSG00000261967","GOLGA8F",0,0,0,0,0,0
"57681","ENSG00000270043","Metazoa_SRP",0,0,0,0,0,0
"57682","ENSG00000263579","AC138747.1",0,0,0,0,0,0
"57683","ENSG00000262627","RP11-536P16.5",0,0,0,0,0,0
"57684","ENSG00000265006","AC138747.2",0,0,0,0,0,0
"57685","ENSG00000262353","RP11-147B8.1",0,0,0,0,0,0
"57686","ENSG00000262733","RP11-147B8.2",0,0,0,0,0,0
"57687","ENSG00000264457","MIR4509-3",0,0,0,0,0,0
"57688","ENSG00000262250","ABCB10P4",0,0,0,0,0,0
"57689","ENSG00000262872","GOLGA8G",0,0,0,0,0,0
"57690","ENSG00000266882","AC138749.2",0,0,0,0,0,0
"57691","ENSG00000262127","Metazoa_SRP",0,0,0,0,0,0
"57692","ENSG00000262821","RP11-536P16.4",0,0,0,0,0,0
"57693","ENSG00000261957","RP11-578F21.4",0,0,0,0,0,0
"57694","ENSG00000262824","RP11-483E23.7",0,0,0,0,0,0
"57695","ENSG00000262364","RP11-665A22.1",0,0,0,0,0,0
"57696","ENSG00000262080","RP11-578F21.1",0,0,0,0,0,0
"57697","ENSG00000263138","MEGF11",0,0,0,0,0,0
"57698","ENSG00000265269","MIR4311",0,0,0,0,0,0
"57699","ENSG00000262444","RP11-653J6.1",0,0,0,0,0,0
"57700","ENSG00000262617","AC020766.1",0,0,0,0,0,0
"57701","ENSG00000262243","CES1",0,0,0,0,0,0
"57702","ENSG00000261972","CES5A",0,0,0,0,0,0
"57703","ENSG00000262788","CIRH1A",0,0,0,0,0,0
"57704","ENSG00000262579","U6",0,0,0,0,0,0
"57705","ENSG00000260873","SNTB2",0,0,0,0,0,0
"57706","ENSG00000262354","Y_RNA",0,0,0,0,0,0
"57707","ENSG00000266791","5S_rRNA",0,0,0,0,0,0
"57708","ENSG00000257961","AC003070.1",0,0,0,0,0,0
"57709","ENSG00000265036","AC217778.3",0,0,0,0,0,0
"57710","ENSG00000257339","PLEKHM1",0,0,0,0,0,0
"57711","ENSG00000264068","Metazoa_SRP",0,0,0,0,0,0
"57712","ENSG00000257436","AC217778.2",0,0,0,0,0,0
"57713","ENSG00000257814","ARL17",0,0,0,0,0,0
"57714","ENSG00000257374","AC217778.1",0,0,0,0,0,0
"57715","ENSG00000265958","Metazoa_SRP",0,0,0,0,0,0
"57716","ENSG00000257561","AC138688.3",0,0,0,0,0,0
"57717","ENSG00000257318","AC138688.2",0,0,0,0,0,0
"57718","ENSG00000258322","AC138688.6",0,0,0,0,0,0
"57719","ENSG00000258372","ARL17A",0,0,0,0,0,0
"57720","ENSG00000257211","AC138688.1",0,0,0,0,0,0
"57721","ENSG00000264593","Metazoa_SRP",0,0,0,0,0,0
"57722","ENSG00000257887","AC138688.4",0,0,0,0,0,0
"57723","ENSG00000258270","AC138688.5",0,0,0,0,0,0
"57724","ENSG00000257873","AC127032.3",0,0,0,0,0,0
"57725","ENSG00000265025","AC127032.6",0,0,0,0,0,0
"57726","ENSG00000257775","AC127032.2",0,0,0,0,0,0
"57727","ENSG00000264709","Y_RNA",0,0,0,0,0,0
"57728","ENSG00000257888","AC127032.4",0,0,0,0,0,0
"57729","ENSG00000257382","AC217772.1",0,0,0,0,0,0
"57730","ENSG00000258037","AC127032.5",0,0,0,0,0,0
"57731","ENSG00000257149","AC127032.1",0,0,0,0,0,0
"57732","ENSG00000266414","U7",0,0,0,0,0,0
"57733","ENSG00000257437","AC217779.2",0,0,0,0,0,0
"57734","ENSG00000257348","AC217779.1",0,0,0,0,0,0
"57735","ENSG00000257882","AC217770.3",0,0,0,0,0,0
"57736","ENSG00000257793","CRHR1",0,0,0,0,0,0
"57737","ENSG00000257822","AC217770.2",0,0,0,0,0,0
"57738","ENSG00000257565","AC217770.1",0,0,0,0,0,0
"57739","ENSG00000257889","AC225613.6",0,0,0,0,0,0
"57740","ENSG00000257311","AC225613.2",0,0,0,0,0,0
"57741","ENSG00000257305","AC225613.1",0,0,0,0,0,0
"57742","ENSG00000257717","AC225613.4",0,0,0,0,0,0
"57743","ENSG00000257806","AC225613.5",0,0,0,0,0,0
"57744","ENSG00000257468","AC225613.3",0,0,0,0,0,0
"57745","ENSG00000258143","AC225613.7",0,0,0,0,0,0
"57746","ENSG00000257615","AC139677.4",0,0,0,0,0,0
"57747","ENSG00000257189","AC139677.1",0,0,0,0,0,0
"57748","ENSG00000257936","AC139677.6",0,0,0,0,0,0
"57749","ENSG00000257278","AC139677.2",0,0,0,0,0,0
"57750","ENSG00000257537","AC139677.3",0,0,0,0,0,0
"57751","ENSG00000257774","AC139677.5",0,0,0,0,0,0
"57752","ENSG00000258003","AC139677.7",0,0,0,0,0,0
"57753","ENSG00000265274","Metazoa_SRP",0,0,0,0,0,0
"57754","ENSG00000257377","AC217775.1",0,0,0,0,0,0
"57755","ENSG00000258049","AC217775.2",0,0,0,0,0,0
"57756","ENSG00000257939","AC019319.1",0,0,0,0,0,0
"57757","ENSG00000272925","AC108004.4",0,0,0,0,0,0
"57758","ENSG00000272670","DOC2B",0,0,0,0,0,0
"57759","ENSG00000272860","AC108004.2",0,0,0,0,0,0
"57760","ENSG00000262334","RPH3AL",0,0,0,0,0,0
"57761","ENSG00000262737","RP11-1260E13.1",0,0,0,0,0,0
"57762","ENSG00000263267","RP11-1260E13.4",0,0,0,0,0,0
"57763","ENSG00000262336","RP11-1260E13.2",0,0,0,0,0,0
"57764","ENSG00000262005","RP11-1260E13.3",0,0,0,0,0,0
"57765","ENSG00000263186","KRTAP16-1",0,0,0,0,0,0
"57766","ENSG00000263341","KRTAP17-1",0,0,0,0,0,0
"57767","ENSG00000262591","TBC1D3P7",0,0,0,0,0,0
"57768","ENSG00000262282","AC003958.6",0,0,0,0,0,0
"57769","ENSG00000261986","KRT33A",0,0,0,0,0,0
"57770","ENSG00000263012","KRT33B",0,0,0,0,0,0
"57771","ENSG00000262045","RP1-18F17.1",0,0,0,0,0,0
"57772","ENSG00000262748","AC004231.7",0,0,0,0,0,0
"57773","ENSG00000262993","KRT31",0,0,0,0,0,0
"57774","ENSG00000262603","AC003958.2",0,0,0,0,0,0
"57775","ENSG00000262040","AC003958.1",0,0,0,0,0,0
"57776","ENSG00000263022","KRT37",0,0,0,0,0,0
"57777","ENSG00000267386","CTD-2378E21.1",0,0,0,0,0,0
"57778","ENSG00000265120","RP11-285E9.6",0,0,0,0,0,0
"57779","ENSG00000263837","RP11-285E9.5",0,0,0,0,0,0
"57780","ENSG00000261843","SEPT9",0,0,0,0,0,0
"57781","ENSG00000264450","RP5-1110E20.1",0,0,0,0,0,0
"57782","ENSG00000263243","KRT12",0,0,0,0,0,0
"57783","ENSG00000263057","KRT20",0,0,0,0,0,0
"57784","ENSG00000262487","AC004231.2",0,0,0,0,0,0
"57785","ENSG00000263309","KRT23",0,0,0,0,0,0
"57786","ENSG00000262164","KRT39",0,0,0,0,0,0
"57787","ENSG00000262845","KRT40",0,0,0,0,0,0
"57788","ENSG00000263101","KRTAP3-3",0,0,0,0,0,0
"57789","ENSG00000263296","KRTAP3-2",0,0,0,0,0,0
"57790","ENSG00000262616","KRTAP3-4P",0,0,0,0,0,0
"57791","ENSG00000262068","KRTAP3-1",0,0,0,0,0,0
"57792","ENSG00000261862","KRTAP1-5",0,0,0,0,0,0
"57793","ENSG00000263242","KRTAP1-4",0,0,0,0,0,0
"57794","ENSG00000262347","KRTAP1-3",0,0,0,0,0,0
"57795","ENSG00000262808","KRTAP1-1",0,0,0,0,0,0
"57796","ENSG00000261852","KRTAP2-1",0,0,0,0,0,0
"57797","ENSG00000262731","KRTAP2-1",0,0,0,0,0,0
"57798","ENSG00000262862","KRTAP2-3",0,0,0,0,0,0
"57799","ENSG00000263091","KRTAP2-4",0,0,0,0,0,0
"57800","ENSG00000262376","KRTAP2-5P",0,0,0,0,0,0
"57801","ENSG00000266286","AC037482.2",0,0,0,0,0,0
"57802","ENSG00000261968","AC037482.3",0,0,0,0,0,0
"57803","ENSG00000262520","KRTAP4-16P",0,0,0,0,0,0
"57804","ENSG00000262121","KRTAP4-9",0,0,0,0,0,0
"57805","ENSG00000263229","KRTAP4-11",0,0,0,0,0,0
"57806","ENSG00000263236","KRTAP4-12",0,0,0,0,0,0
"57807","ENSG00000263090","KRTAP9-2",0,0,0,0,0,0
"57808","ENSG00000262749","KRTAP9-3",0,0,0,0,0,0
"57809","ENSG00000267208","ABC9-43961700F1.1",0,0,0,0,0,0
"57810","ENSG00000262512","KRTAP9-4",0,0,0,0,0,0
"57811","ENSG00000267728","RP11-206C20.2",0,0,0,0,0,0
"57812","ENSG00000267635","RP11-206C20.1",0,0,0,0,0,0
"57813","ENSG00000263103","KRTAP9-10P",0,0,0,0,0,0
"57814","ENSG00000262218","KRTAP29-1",0,0,0,0,0,0
"57815","ENSG00000262214","KRTAP9-12P",0,0,0,0,0,0
"57816","ENSG00000262573","KRTAP9-2",0,0,0,0,0,0
"57817","ENSG00000262896","KRTAP9-4",0,0,0,0,0,0
"57818","ENSG00000262594","KRTAP9-9",0,0,0,0,0,0
"57819","ENSG00000263263","KRTAP9-6",0,0,0,0,0,0
"57820","ENSG00000262946","KRTAP9-11P",0,0,0,0,0,0
"57821","ENSG00000262221","KRTAP9-7",0,0,0,0,0,0
"57822","ENSG00000263115","KRTAP9-10P",0,0,0,0,0,0
"57823","ENSG00000262542","KRTAP29-1",0,0,0,0,0,0
"57824","ENSG00000267738","RP11-1030E3.1",0,0,0,0,0,0
"57825","ENSG00000262132","5S_rRNA",0,0,0,0,0,0
"57826","ENSG00000262634","SKA1",0,0,0,0,0,0
"57827","ENSG00000262326","AC013759.1",0,0,0,0,0,0
"57828","ENSG00000262892","RP11-429H5.1",0,0,0,0,0,0
"57829","ENSG00000262673","MAPK4",0,0,0,0,0,0
"57830","ENSG00000266424","RP11-123I22.1",0,0,0,0,0,0
"57831","ENSG00000262104","Y_RNA",0,0,0,0,0,0
"57832","ENSG00000263322","CTD-2541J13.1",0,0,0,0,0,0
"57833","ENSG00000262102","DSEL",0,0,0,0,0,0
"57834","ENSG00000265742","CTD-2541J13.2",0,0,0,0,0,0
"57835","ENSG00000263496","RP11-638L3.1",0,0,0,0,0,0
"57836","ENSG00000262280","RP11-849I19.1",0,0,0,0,0,0
"57837","ENSG00000263310","SALL3",0,0,0,0,0,0
"57838","ENSG00000262782","ATP9B",0,0,0,0,0,0
"57839","ENSG00000272759","VSTM1",0,0,0,0,0,0
"57840","ENSG00000273215","TARM1",0,0,0,0,0,0
"57841","ENSG00000272919","OSCAR",0,0,0,0,0,0
"57842","ENSG00000273453","NDUFA3",0,0,0,0,0,0
"57843","ENSG00000272560","TFPT",0,0,0,0,0,0
"57844","ENSG00000273469","PRPF31",0,0,0,0,0,0
"57845","ENSG00000272806","AC012314.8",0,0,0,0,0,0
"57846","ENSG00000262138","AC012314.1",0,0,0,0,0,0
"57847","ENSG00000262174","LENG1",0,0,0,0,0,0
"57848","ENSG00000263166","CU457734.2",0,0,0,0,0,0
"57849","ENSG00000261917","MBOAT7",0,0,0,0,0,0
"57850","ENSG00000262716","TSEN34",0,0,0,0,0,0
"57851","ENSG00000262798","AC012314.20",0,0,0,0,0,0
"57852","ENSG00000263076","RPS9",0,0,0,0,0,0
"57853","ENSG00000262426","AC012314.19",0,0,0,0,0,0
"57854","ENSG00000262044","LILRB3",0,0,0,0,0,0
"57855","ENSG00000262642","LILRA6",0,0,0,0,0,0
"57856","ENSG00000267888","CTB-83J4.1",0,0,0,0,0,0
"57857","ENSG00000262646","AC010492.2",0,0,0,0,0,0
"57858","ENSG00000261979","AC010492.4",0,0,0,0,0,0
"57859","ENSG00000262991","CU457734.1",0,0,0,0,0,0
"57860","ENSG00000263144","U6",0,0,0,0,0,0
"57861","ENSG00000262913","AC098789.1",0,0,0,0,0,0
"57862","ENSG00000261890","AC010492.5",0,0,0,0,0,0
"57863","ENSG00000263222","CU457734.3",0,0,0,0,0,0
"57864","ENSG00000266879","MIR4752",0,0,0,0,0,0
"57865","ENSG00000262941","AC010518.3",0,0,0,0,0,0
"57866","ENSG00000261935","LILRA3",0,0,0,0,0,0
"57867","ENSG00000262192","AC008984.5",0,0,0,0,0,0
"57868","ENSG00000263153","AC008984.7",0,0,0,0,0,0
"57869","ENSG00000262800","LILRA5",0,0,0,0,0,0
"57870","ENSG00000262631","VN1R104P",0,0,0,0,0,0
"57871","ENSG00000263109","TTYH1",0,0,0,0,0,0
"57872","ENSG00000262530","AC008746.3",0,0,0,0,0,0
"57873","ENSG00000268398","CTD-2587H19.2",0,0,0,0,0,0
"57874","ENSG00000262741","LENG8-AS1",0,0,0,0,0,0
"57875","ENSG00000263157","AC008746.5",0,0,0,0,0,0
"57876","ENSG00000263054","CU467002.2",0,0,0,0,0,0
"57877","ENSG00000262887","CU467002.1",0,0,0,0,0,0
"57878","ENSG00000263030","CDC42EP5",0,0,0,0,0,0
"57879","ENSG00000262317","LAIR2",0,0,0,0,0,0
"57880","ENSG00000262460","AC008746.9",0,0,0,0,0,0
"57881","ENSG00000262582","CU234142.1",0,0,0,0,0,0
"57882","ENSG00000262422","AC009892.2",0,0,0,0,0,0
"57883","ENSG00000262004","LILRA2",0,0,0,0,0,0
"57884","ENSG00000262727","LILRB1",0,0,0,0,0,0
"57885","ENSG00000267994","CTB-83J4.2",0,0,0,0,0,0
"57886","ENSG00000262900","LILRA1",0,0,0,0,0,0
"57887","ENSG00000262575","AC009892.5",0,0,0,0,0,0
"57888","ENSG00000263646","CU234142.2",0,0,0,0,0,0
"57889","ENSG00000263216","AC009892.10",0,0,0,0,0,0
"57890","ENSG00000263108","LILRB4",0,0,0,0,0,0
"57891","ENSG00000262238","VN1R105P",0,0,0,0,0,0
"57892","ENSG00000262750","AC009892.9",0,0,0,0,0,0
"57893","ENSG00000262555","AC011515.2",0,0,0,0,0,0
"57894","ENSG00000263251","LILRP1",0,0,0,0,0,0
"57895","ENSG00000262830","AC098784.1",0,0,0,0,0,0
"57896","ENSG00000265951","CU459007.1",0,0,0,0,0,0
"57897","ENSG00000262548","LILRP2",0,0,0,0,0,0
"57898","ENSG00000262335","KIR3DL3",0,0,0,0,0,0
"57899","ENSG00000261912","KIR2DL3",0,0,0,0,0,0
"57900","ENSG00000263145","KIR2DP1",0,0,0,0,0,0
"57901","ENSG00000263208","KIR2DL1",0,0,0,0,0,0
"57902","ENSG00000262625","KIR3DP1",0,0,0,0,0,0
"57903","ENSG00000263100","NCR1",0,0,0,0,0,0
"57904","ENSG00000262736","NLRP7",0,0,0,0,0,0
"57905","ENSG00000267186","CTC-550B14.8",0,0,0,0,0,0
"57906","ENSG00000262886","NLRP2",0,0,0,0,0,0
"57907","ENSG00000262363","CTC-550B14.1",0,0,0,0,0,0
"57908","ENSG00000267445","CTC-550B14.7",0,0,0,0,0,0
"57909","ENSG00000262239","GP6",0,0,0,0,0,0
"57910","ENSG00000267329","CTC-550B14.6",0,0,0,0,0,0
"57911","ENSG00000261975","RDH13",0,0,0,0,0,0
"57912","ENSG00000263295","EPS8L1",0,0,0,0,0,0
"57913","ENSG00000273242","VSTM1",0,0,0,0,0,0
"57914","ENSG00000273418","TARM1",0,0,0,0,0,0
"57915","ENSG00000272833","OSCAR",0,0,0,0,0,0
"57916","ENSG00000272553","NDUFA3",0,0,0,0,0,0
"57917","ENSG00000273031","TFPT",0,0,0,0,0,0
"57918","ENSG00000273462","PRPF31",0,0,0,0,0,0
"57919","ENSG00000272698","AC012314.8",0,0,0,0,0,0
"57920","ENSG00000272883","CNOT3",0,0,0,0,0,0
"57921","ENSG00000273182","LENG1",0,0,0,0,0,0
"57922","ENSG00000272757","TMC4",0,0,0,0,0,0
"57923","ENSG00000273316","MBOAT7",0,0,0,0,0,0
"57924","ENSG00000273053","TSEN34",0,0,0,0,0,0
"57925","ENSG00000273364","CTD-3093M3.1",0,0,0,0,0,0
"57926","ENSG00000272775","AC012314.20",0,0,0,0,0,0
"57927","ENSG00000273135","RPS9",0,0,0,0,0,0
"57928","ENSG00000273231","AC012314.19",0,0,0,0,0,0
"57929","ENSG00000265146","MIR4752",0,0,0,0,0,0
"57930","ENSG00000262266","AC010518.3",0,0,0,0,0,0
"57931","ENSG00000261937","LILRA3",0,0,0,0,0,0
"57932","ENSG00000262100","AC008984.5",0,0,0,0,0,0
"57933","ENSG00000263112","AC008984.7",0,0,0,0,0,0
"57934","ENSG00000262300","VN1R104P",0,0,0,0,0,0
"57935","ENSG00000261988","AC008984.6",0,0,0,0,0,0
"57936","ENSG00000262284","LILRA4",0,0,0,0,0,0
